,image,mask
24519,images9\22054.png,labels9\22054.png
2242,images1\02243.png,labels1\02243.png
14824,images5\12359.png,labels5\12359.png
3131,images10\23132.png,labels10\23132.png
4047,images10\24048.png,labels10\24048.png
11198,images4\08733.png,labels4\08733.png
15996,images6\13531.png,labels6\13531.png
4627,images10\24628.png,labels10\24628.png
17926,images7\15461.png,labels7\15461.png
23079,images9\20614.png,labels9\20614.png
21471,images8\19006.png,labels8\19006.png
711,images1\00712.png,labels1\00712.png
22547,images9\20082.png,labels9\20082.png
14917,images5\12452.png,labels5\12452.png
21750,images8\19285.png,labels8\19285.png
12187,images4\09722.png,labels4\09722.png
5596,images2\03131.png,labels2\03131.png
16566,images6\14101.png,labels6\14101.png
12188,images4\09723.png,labels4\09723.png
1692,images1\01693.png,labels1\01693.png
12020,images4\09555.png,labels4\09555.png
7886,images3\05421.png,labels3\05421.png
23325,images9\20860.png,labels9\20860.png
5048,images2\02583.png,labels2\02583.png
24737,images9\22272.png,labels9\22272.png
3108,images10\23109.png,labels10\23109.png
21792,images8\19327.png,labels8\19327.png
20037,images8\17572.png,labels8\17572.png
11583,images4\09118.png,labels4\09118.png
624,images1\00625.png,labels1\00625.png
10647,images4\08182.png,labels4\08182.png
10690,images4\08225.png,labels4\08225.png
894,images1\00895.png,labels1\00895.png
18982,images7\16517.png,labels7\16517.png
1595,images1\01596.png,labels1\01596.png
782,images1\00783.png,labels1\00783.png
8503,images3\06038.png,labels3\06038.png
8280,images3\05815.png,labels3\05815.png
9018,images3\06553.png,labels3\06553.png
5586,images2\03121.png,labels2\03121.png
5379,images2\02914.png,labels2\02914.png
17451,images6\14986.png,labels6\14986.png
1698,images1\01699.png,labels1\01699.png
10613,images4\08148.png,labels4\08148.png
911,images1\00912.png,labels1\00912.png
3409,images10\23410.png,labels10\23410.png
14846,images5\12381.png,labels5\12381.png
678,images1\00679.png,labels1\00679.png
21808,images8\19343.png,labels8\19343.png
23096,images9\20631.png,labels9\20631.png
1076,images1\01077.png,labels1\01077.png
21001,images8\18536.png,labels8\18536.png
1635,images1\01636.png,labels1\01636.png
6533,images2\04068.png,labels2\04068.png
16895,images6\14430.png,labels6\14430.png
7297,images2\04832.png,labels2\04832.png
8069,images3\05604.png,labels3\05604.png
7289,images2\04824.png,labels2\04824.png
10991,images4\08526.png,labels4\08526.png
6168,images2\03703.png,labels2\03703.png
11013,images4\08548.png,labels4\08548.png
11401,images4\08936.png,labels4\08936.png
5738,images2\03273.png,labels2\03273.png
11925,images4\09460.png,labels4\09460.png
8041,images3\05576.png,labels3\05576.png
2091,images1\02092.png,labels1\02092.png
19592,images7\17127.png,labels7\17127.png
22953,images9\20488.png,labels9\20488.png
5585,images2\03120.png,labels2\03120.png
1740,images1\01741.png,labels1\01741.png
12807,images5\10342.png,labels5\10342.png
902,images1\00903.png,labels1\00903.png
11610,images4\09145.png,labels4\09145.png
634,images1\00635.png,labels1\00635.png
1908,images1\01909.png,labels1\01909.png
9182,images3\06717.png,labels3\06717.png
10252,images4\07787.png,labels4\07787.png
543,images1\00544.png,labels1\00544.png
5781,images2\03316.png,labels2\03316.png
15293,images6\12828.png,labels6\12828.png
14640,images5\12175.png,labels5\12175.png
22147,images8\19682.png,labels8\19682.png
18193,images7\15728.png,labels7\15728.png
20243,images8\17778.png,labels8\17778.png
12355,images4\09890.png,labels4\09890.png
11713,images4\09248.png,labels4\09248.png
8964,images3\06499.png,labels3\06499.png
19109,images7\16644.png,labels7\16644.png
17037,images6\14572.png,labels6\14572.png
8752,images3\06287.png,labels3\06287.png
15025,images6\12560.png,labels6\12560.png
3183,images10\23184.png,labels10\23184.png
4951,images10\24952.png,labels10\24952.png
11483,images4\09018.png,labels4\09018.png
3184,images10\23185.png,labels10\23185.png
13891,images5\11426.png,labels5\11426.png
1636,images1\01637.png,labels1\01637.png
19563,images7\17098.png,labels7\17098.png
21820,images8\19355.png,labels8\19355.png
3275,images10\23276.png,labels10\23276.png
4413,images10\24414.png,labels10\24414.png
15241,images6\12776.png,labels6\12776.png
17992,images7\15527.png,labels7\15527.png
5770,images2\03305.png,labels2\03305.png
10701,images4\08236.png,labels4\08236.png
9758,images3\07293.png,labels3\07293.png
18080,images7\15615.png,labels7\15615.png
14644,images5\12179.png,labels5\12179.png
7105,images2\04640.png,labels2\04640.png
11853,images4\09388.png,labels4\09388.png
2159,images1\02160.png,labels1\02160.png
16865,images6\14400.png,labels6\14400.png
11848,images4\09383.png,labels4\09383.png
22878,images9\20413.png,labels9\20413.png
14549,images5\12084.png,labels5\12084.png
10629,images4\08164.png,labels4\08164.png
19511,images7\17046.png,labels7\17046.png
12423,images4\09958.png,labels4\09958.png
1931,images1\01932.png,labels1\01932.png
4606,images10\24607.png,labels10\24607.png
2555,images10\22556.png,labels10\22556.png
10591,images4\08126.png,labels4\08126.png
10042,images4\07577.png,labels4\07577.png
2521,images10\22522.png,labels10\22522.png
9638,images3\07173.png,labels3\07173.png
401,images1\00402.png,labels1\00402.png
19385,images7\16920.png,labels7\16920.png
16877,images6\14412.png,labels6\14412.png
17680,images7\15215.png,labels7\15215.png
20525,images8\18060.png,labels8\18060.png
5658,images2\03193.png,labels2\03193.png
9656,images3\07191.png,labels3\07191.png
22162,images8\19697.png,labels8\19697.png
5897,images2\03432.png,labels2\03432.png
2330,images1\02331.png,labels1\02331.png
23897,images9\21432.png,labels9\21432.png
19588,images7\17123.png,labels7\17123.png
14863,images5\12398.png,labels5\12398.png
5878,images2\03413.png,labels2\03413.png
10282,images4\07817.png,labels4\07817.png
20300,images8\17835.png,labels8\17835.png
19305,images7\16840.png,labels7\16840.png
4562,images10\24563.png,labels10\24563.png
17224,images6\14759.png,labels6\14759.png
3067,images10\23068.png,labels10\23068.png
18694,images7\16229.png,labels7\16229.png
23322,images9\20857.png,labels9\20857.png
21436,images8\18971.png,labels8\18971.png
2991,images10\22992.png,labels10\22992.png
185,images1\00186.png,labels1\00186.png
20229,images8\17764.png,labels8\17764.png
2209,images1\02210.png,labels1\02210.png
17104,images6\14639.png,labels6\14639.png
20128,images8\17663.png,labels8\17663.png
2826,images10\22827.png,labels10\22827.png
18112,images7\15647.png,labels7\15647.png
20619,images8\18154.png,labels8\18154.png
10161,images4\07696.png,labels4\07696.png
19046,images7\16581.png,labels7\16581.png
4883,images10\24884.png,labels10\24884.png
21890,images8\19425.png,labels8\19425.png
8989,images3\06524.png,labels3\06524.png
16004,images6\13539.png,labels6\13539.png
2232,images1\02233.png,labels1\02233.png
12798,images5\10333.png,labels5\10333.png
2012,images1\02013.png,labels1\02013.png
3951,images10\23952.png,labels10\23952.png
3413,images10\23414.png,labels10\23414.png
3552,images10\23553.png,labels10\23553.png
13005,images5\10540.png,labels5\10540.png
23145,images9\20680.png,labels9\20680.png
9982,images4\07517.png,labels4\07517.png
23329,images9\20864.png,labels9\20864.png
12814,images5\10349.png,labels5\10349.png
7740,images3\05275.png,labels3\05275.png
17232,images6\14767.png,labels6\14767.png
19804,images7\17339.png,labels7\17339.png
21849,images8\19384.png,labels8\19384.png
22271,images8\19806.png,labels8\19806.png
23954,images9\21489.png,labels9\21489.png
19951,images7\17486.png,labels7\17486.png
21359,images8\18894.png,labels8\18894.png
13067,images5\10602.png,labels5\10602.png
6952,images2\04487.png,labels2\04487.png
18510,images7\16045.png,labels7\16045.png
18712,images7\16247.png,labels7\16247.png
9430,images3\06965.png,labels3\06965.png
23072,images9\20607.png,labels9\20607.png
5167,images2\02702.png,labels2\02702.png
11363,images4\08898.png,labels4\08898.png
19203,images7\16738.png,labels7\16738.png
11467,images4\09002.png,labels4\09002.png
18920,images7\16455.png,labels7\16455.png
2244,images1\02245.png,labels1\02245.png
15718,images6\13253.png,labels6\13253.png
17062,images6\14597.png,labels6\14597.png
18563,images7\16098.png,labels7\16098.png
18523,images7\16058.png,labels7\16058.png
382,images1\00383.png,labels1\00383.png
21160,images8\18695.png,labels8\18695.png
14906,images5\12441.png,labels5\12441.png
115,images1\00116.png,labels1\00116.png
6498,images2\04033.png,labels2\04033.png
19935,images7\17470.png,labels7\17470.png
5847,images2\03382.png,labels2\03382.png
11655,images4\09190.png,labels4\09190.png
7319,images2\04854.png,labels2\04854.png
975,images1\00976.png,labels1\00976.png
10419,images4\07954.png,labels4\07954.png
21958,images8\19493.png,labels8\19493.png
14408,images5\11943.png,labels5\11943.png
18996,images7\16531.png,labels7\16531.png
14997,images6\12532.png,labels6\12532.png
22678,images9\20213.png,labels9\20213.png
19709,images7\17244.png,labels7\17244.png
158,images1\00159.png,labels1\00159.png
10290,images4\07825.png,labels4\07825.png
12661,images5\10196.png,labels5\10196.png
877,images1\00878.png,labels1\00878.png
1889,images1\01890.png,labels1\01890.png
17370,images6\14905.png,labels6\14905.png
14308,images5\11843.png,labels5\11843.png
14944,images5\12479.png,labels5\12479.png
9464,images3\06999.png,labels3\06999.png
7107,images2\04642.png,labels2\04642.png
4963,images10\24964.png,labels10\24964.png
15334,images6\12869.png,labels6\12869.png
23763,images9\21298.png,labels9\21298.png
20538,images8\18073.png,labels8\18073.png
22201,images8\19736.png,labels8\19736.png
20983,images8\18518.png,labels8\18518.png
19587,images7\17122.png,labels7\17122.png
23010,images9\20545.png,labels9\20545.png
20456,images8\17991.png,labels8\17991.png
12316,images4\09851.png,labels4\09851.png
16977,images6\14512.png,labels6\14512.png
8511,images3\06046.png,labels3\06046.png
19161,images7\16696.png,labels7\16696.png
19760,images7\17295.png,labels7\17295.png
1656,images1\01657.png,labels1\01657.png
16925,images6\14460.png,labels6\14460.png
11818,images4\09353.png,labels4\09353.png
20291,images8\17826.png,labels8\17826.png
5125,images2\02660.png,labels2\02660.png
8026,images3\05561.png,labels3\05561.png
11472,images4\09007.png,labels4\09007.png
4195,images10\24196.png,labels10\24196.png
18661,images7\16196.png,labels7\16196.png
18094,images7\15629.png,labels7\15629.png
13795,images5\11330.png,labels5\11330.png
24782,images9\22317.png,labels9\22317.png
24310,images9\21845.png,labels9\21845.png
7380,images2\04915.png,labels2\04915.png
3580,images10\23581.png,labels10\23581.png
147,images1\00148.png,labels1\00148.png
24426,images9\21961.png,labels9\21961.png
15616,images6\13151.png,labels6\13151.png
4973,images2\02508.png,labels2\02508.png
23071,images9\20606.png,labels9\20606.png
11598,images4\09133.png,labels4\09133.png
7076,images2\04611.png,labels2\04611.png
19466,images7\17001.png,labels7\17001.png
569,images1\00570.png,labels1\00570.png
3698,images10\23699.png,labels10\23699.png
3336,images10\23337.png,labels10\23337.png
19936,images7\17471.png,labels7\17471.png
24015,images9\21550.png,labels9\21550.png
12496,images5\10031.png,labels5\10031.png
9663,images3\07198.png,labels3\07198.png
8196,images3\05731.png,labels3\05731.png
6362,images2\03897.png,labels2\03897.png
3065,images10\23066.png,labels10\23066.png
16511,images6\14046.png,labels6\14046.png
9359,images3\06894.png,labels3\06894.png
20689,images8\18224.png,labels8\18224.png
20561,images8\18096.png,labels8\18096.png
13889,images5\11424.png,labels5\11424.png
13868,images5\11403.png,labels5\11403.png
10665,images4\08200.png,labels4\08200.png
7706,images3\05241.png,labels3\05241.png
9783,images3\07318.png,labels3\07318.png
8136,images3\05671.png,labels3\05671.png
14293,images5\11828.png,labels5\11828.png
11841,images4\09376.png,labels4\09376.png
11152,images4\08687.png,labels4\08687.png
15988,images6\13523.png,labels6\13523.png
15150,images6\12685.png,labels6\12685.png
12627,images5\10162.png,labels5\10162.png
2273,images1\02274.png,labels1\02274.png
23123,images9\20658.png,labels9\20658.png
7294,images2\04829.png,labels2\04829.png
2397,images1\02398.png,labels1\02398.png
11016,images4\08551.png,labels4\08551.png
15565,images6\13100.png,labels6\13100.png
11601,images4\09136.png,labels4\09136.png
5762,images2\03297.png,labels2\03297.png
6299,images2\03834.png,labels2\03834.png
15447,images6\12982.png,labels6\12982.png
23493,images9\21028.png,labels9\21028.png
15281,images6\12816.png,labels6\12816.png
8687,images3\06222.png,labels3\06222.png
14291,images5\11826.png,labels5\11826.png
22446,images8\19981.png,labels8\19981.png
129,images1\00130.png,labels1\00130.png
1313,images1\01314.png,labels1\01314.png
13809,images5\11344.png,labels5\11344.png
16310,images6\13845.png,labels6\13845.png
9105,images3\06640.png,labels3\06640.png
15113,images6\12648.png,labels6\12648.png
2326,images1\02327.png,labels1\02327.png
15771,images6\13306.png,labels6\13306.png
13045,images5\10580.png,labels5\10580.png
14421,images5\11956.png,labels5\11956.png
4723,images10\24724.png,labels10\24724.png
3977,images10\23978.png,labels10\23978.png
4139,images10\24140.png,labels10\24140.png
8534,images3\06069.png,labels3\06069.png
7977,images3\05512.png,labels3\05512.png
13506,images5\11041.png,labels5\11041.png
14948,images5\12483.png,labels5\12483.png
21412,images8\18947.png,labels8\18947.png
16284,images6\13819.png,labels6\13819.png
16362,images6\13897.png,labels6\13897.png
21930,images8\19465.png,labels8\19465.png
17990,images7\15525.png,labels7\15525.png
7710,images3\05245.png,labels3\05245.png
8362,images3\05897.png,labels3\05897.png
10717,images4\08252.png,labels4\08252.png
21959,images8\19494.png,labels8\19494.png
9669,images3\07204.png,labels3\07204.png
21351,images8\18886.png,labels8\18886.png
14107,images5\11642.png,labels5\11642.png
20232,images8\17767.png,labels8\17767.png
8099,images3\05634.png,labels3\05634.png
10989,images4\08524.png,labels4\08524.png
2908,images10\22909.png,labels10\22909.png
10896,images4\08431.png,labels4\08431.png
2859,images10\22860.png,labels10\22860.png
12735,images5\10270.png,labels5\10270.png
7334,images2\04869.png,labels2\04869.png
6108,images2\03643.png,labels2\03643.png
24256,images9\21791.png,labels9\21791.png
1162,images1\01163.png,labels1\01163.png
23299,images9\20834.png,labels9\20834.png
20184,images8\17719.png,labels8\17719.png
24569,images9\22104.png,labels9\22104.png
18502,images7\16037.png,labels7\16037.png
23679,images9\21214.png,labels9\21214.png
18685,images7\16220.png,labels7\16220.png
2466,images1\02467.png,labels1\02467.png
14105,images5\11640.png,labels5\11640.png
6316,images2\03851.png,labels2\03851.png
23131,images9\20666.png,labels9\20666.png
24502,images9\22037.png,labels9\22037.png
24261,images9\21796.png,labels9\21796.png
20003,images8\17538.png,labels8\17538.png
13498,images5\11033.png,labels5\11033.png
320,images1\00321.png,labels1\00321.png
15017,images6\12552.png,labels6\12552.png
3989,images10\23990.png,labels10\23990.png
6446,images2\03981.png,labels2\03981.png
17128,images6\14663.png,labels6\14663.png
13828,images5\11363.png,labels5\11363.png
6656,images2\04191.png,labels2\04191.png
15902,images6\13437.png,labels6\13437.png
1700,images1\01701.png,labels1\01701.png
21360,images8\18895.png,labels8\18895.png
11405,images4\08940.png,labels4\08940.png
7630,images3\05165.png,labels3\05165.png
22142,images8\19677.png,labels8\19677.png
2219,images1\02220.png,labels1\02220.png
9788,images3\07323.png,labels3\07323.png
14874,images5\12409.png,labels5\12409.png
17615,images7\15150.png,labels7\15150.png
8259,images3\05794.png,labels3\05794.png
22488,images9\20023.png,labels9\20023.png
19440,images7\16975.png,labels7\16975.png
7016,images2\04551.png,labels2\04551.png
18871,images7\16406.png,labels7\16406.png
7111,images2\04646.png,labels2\04646.png
1548,images1\01549.png,labels1\01549.png
18590,images7\16125.png,labels7\16125.png
3092,images10\23093.png,labels10\23093.png
1764,images1\01765.png,labels1\01765.png
17450,images6\14985.png,labels6\14985.png
699,images1\00700.png,labels1\00700.png
10057,images4\07592.png,labels4\07592.png
19662,images7\17197.png,labels7\17197.png
16693,images6\14228.png,labels6\14228.png
7924,images3\05459.png,labels3\05459.png
12498,images5\10033.png,labels5\10033.png
12553,images5\10088.png,labels5\10088.png
21684,images8\19219.png,labels8\19219.png
11210,images4\08745.png,labels4\08745.png
5345,images2\02880.png,labels2\02880.png
13881,images5\11416.png,labels5\11416.png
17781,images7\15316.png,labels7\15316.png
3038,images10\23039.png,labels10\23039.png
2862,images10\22863.png,labels10\22863.png
22948,images9\20483.png,labels9\20483.png
6992,images2\04527.png,labels2\04527.png
8667,images3\06202.png,labels3\06202.png
10673,images4\08208.png,labels4\08208.png
12507,images5\10042.png,labels5\10042.png
13460,images5\10995.png,labels5\10995.png
17902,images7\15437.png,labels7\15437.png
7311,images2\04846.png,labels2\04846.png
15172,images6\12707.png,labels6\12707.png
9140,images3\06675.png,labels3\06675.png
11890,images4\09425.png,labels4\09425.png
21627,images8\19162.png,labels8\19162.png
20852,images8\18387.png,labels8\18387.png
6962,images2\04497.png,labels2\04497.png
24100,images9\21635.png,labels9\21635.png
9055,images3\06590.png,labels3\06590.png
13688,images5\11223.png,labels5\11223.png
2695,images10\22696.png,labels10\22696.png
15787,images6\13322.png,labels6\13322.png
14852,images5\12387.png,labels5\12387.png
18037,images7\15572.png,labels7\15572.png
15688,images6\13223.png,labels6\13223.png
17163,images6\14698.png,labels6\14698.png
7186,images2\04721.png,labels2\04721.png
4980,images2\02515.png,labels2\02515.png
12913,images5\10448.png,labels5\10448.png
9551,images3\07086.png,labels3\07086.png
17253,images6\14788.png,labels6\14788.png
21791,images8\19326.png,labels8\19326.png
18058,images7\15593.png,labels7\15593.png
6590,images2\04125.png,labels2\04125.png
16944,images6\14479.png,labels6\14479.png
9300,images3\06835.png,labels3\06835.png
14667,images5\12202.png,labels5\12202.png
1696,images1\01697.png,labels1\01697.png
19167,images7\16702.png,labels7\16702.png
1760,images1\01761.png,labels1\01761.png
934,images1\00935.png,labels1\00935.png
23268,images9\20803.png,labels9\20803.png
5932,images2\03467.png,labels2\03467.png
15992,images6\13527.png,labels6\13527.png
24232,images9\21767.png,labels9\21767.png
24889,images9\22424.png,labels9\22424.png
6589,images2\04124.png,labels2\04124.png
11897,images4\09432.png,labels4\09432.png
14452,images5\11987.png,labels5\11987.png
17365,images6\14900.png,labels6\14900.png
10871,images4\08406.png,labels4\08406.png
18959,images7\16494.png,labels7\16494.png
19521,images7\17056.png,labels7\17056.png
12202,images4\09737.png,labels4\09737.png
8350,images3\05885.png,labels3\05885.png
21123,images8\18658.png,labels8\18658.png
17994,images7\15529.png,labels7\15529.png
24842,images9\22377.png,labels9\22377.png
18069,images7\15604.png,labels7\15604.png
16259,images6\13794.png,labels6\13794.png
6705,images2\04240.png,labels2\04240.png
21583,images8\19118.png,labels8\19118.png
4146,images10\24147.png,labels10\24147.png
581,images1\00582.png,labels1\00582.png
11788,images4\09323.png,labels4\09323.png
13356,images5\10891.png,labels5\10891.png
765,images1\00766.png,labels1\00766.png
19811,images7\17346.png,labels7\17346.png
193,images1\00194.png,labels1\00194.png
18317,images7\15852.png,labels7\15852.png
15826,images6\13361.png,labels6\13361.png
11628,images4\09163.png,labels4\09163.png
22600,images9\20135.png,labels9\20135.png
4034,images10\24035.png,labels10\24035.png
10479,images4\08014.png,labels4\08014.png
23275,images9\20810.png,labels9\20810.png
17108,images6\14643.png,labels6\14643.png
18838,images7\16373.png,labels7\16373.png
6378,images2\03913.png,labels2\03913.png
10892,images4\08427.png,labels4\08427.png
22165,images8\19700.png,labels8\19700.png
20141,images8\17676.png,labels8\17676.png
15921,images6\13456.png,labels6\13456.png
14880,images5\12415.png,labels5\12415.png
7009,images2\04544.png,labels2\04544.png
24383,images9\21918.png,labels9\21918.png
12278,images4\09813.png,labels4\09813.png
7413,images2\04948.png,labels2\04948.png
17904,images7\15439.png,labels7\15439.png
18865,images7\16400.png,labels7\16400.png
19571,images7\17106.png,labels7\17106.png
4445,images10\24446.png,labels10\24446.png
15026,images6\12561.png,labels6\12561.png
2989,images10\22990.png,labels10\22990.png
24110,images9\21645.png,labels9\21645.png
415,images1\00416.png,labels1\00416.png
17040,images6\14575.png,labels6\14575.png
24285,images9\21820.png,labels9\21820.png
17520,images7\15055.png,labels7\15055.png
19393,images7\16928.png,labels7\16928.png
22267,images8\19802.png,labels8\19802.png
7159,images2\04694.png,labels2\04694.png
6366,images2\03901.png,labels2\03901.png
6137,images2\03672.png,labels2\03672.png
16056,images6\13591.png,labels6\13591.png
7930,images3\05465.png,labels3\05465.png
20060,images8\17595.png,labels8\17595.png
19663,images7\17198.png,labels7\17198.png
20917,images8\18452.png,labels8\18452.png
23139,images9\20674.png,labels9\20674.png
5761,images2\03296.png,labels2\03296.png
14986,images6\12521.png,labels6\12521.png
18368,images7\15903.png,labels7\15903.png
91,images1\00092.png,labels1\00092.png
1404,images1\01405.png,labels1\01405.png
6603,images2\04138.png,labels2\04138.png
6698,images2\04233.png,labels2\04233.png
17044,images6\14579.png,labels6\14579.png
2302,images1\02303.png,labels1\02303.png
14233,images5\11768.png,labels5\11768.png
9992,images4\07527.png,labels4\07527.png
748,images1\00749.png,labels1\00749.png
10995,images4\08530.png,labels4\08530.png
18110,images7\15645.png,labels7\15645.png
15987,images6\13522.png,labels6\13522.png
4856,images10\24857.png,labels10\24857.png
1113,images1\01114.png,labels1\01114.png
18675,images7\16210.png,labels7\16210.png
4637,images10\24638.png,labels10\24638.png
5144,images2\02679.png,labels2\02679.png
10772,images4\08307.png,labels4\08307.png
189,images1\00190.png,labels1\00190.png
13163,images5\10698.png,labels5\10698.png
17629,images7\15164.png,labels7\15164.png
20198,images8\17733.png,labels8\17733.png
16637,images6\14172.png,labels6\14172.png
23550,images9\21085.png,labels9\21085.png
16057,images6\13592.png,labels6\13592.png
5601,images2\03136.png,labels2\03136.png
2784,images10\22785.png,labels10\22785.png
4455,images10\24456.png,labels10\24456.png
15564,images6\13099.png,labels6\13099.png
24719,images9\22254.png,labels9\22254.png
19169,images7\16704.png,labels7\16704.png
8573,images3\06108.png,labels3\06108.png
22186,images8\19721.png,labels8\19721.png
20087,images8\17622.png,labels8\17622.png
4358,images10\24359.png,labels10\24359.png
14051,images5\11586.png,labels5\11586.png
3139,images10\23140.png,labels10\23140.png
16917,images6\14452.png,labels6\14452.png
23170,images9\20705.png,labels9\20705.png
22235,images8\19770.png,labels8\19770.png
3375,images10\23376.png,labels10\23376.png
1343,images1\01344.png,labels1\01344.png
16431,images6\13966.png,labels6\13966.png
10168,images4\07703.png,labels4\07703.png
9087,images3\06622.png,labels3\06622.png
2615,images10\22616.png,labels10\22616.png
17348,images6\14883.png,labels6\14883.png
23796,images9\21331.png,labels9\21331.png
10214,images4\07749.png,labels4\07749.png
8852,images3\06387.png,labels3\06387.png
7540,images3\05075.png,labels3\05075.png
20093,images8\17628.png,labels8\17628.png
23405,images9\20940.png,labels9\20940.png
2749,images10\22750.png,labels10\22750.png
4194,images10\24195.png,labels10\24195.png
17899,images7\15434.png,labels7\15434.png
9824,images3\07359.png,labels3\07359.png
12116,images4\09651.png,labels4\09651.png
5703,images2\03238.png,labels2\03238.png
5277,images2\02812.png,labels2\02812.png
8371,images3\05906.png,labels3\05906.png
14892,images5\12427.png,labels5\12427.png
2176,images1\02177.png,labels1\02177.png
15192,images6\12727.png,labels6\12727.png
19415,images7\16950.png,labels7\16950.png
20485,images8\18020.png,labels8\18020.png
4129,images10\24130.png,labels10\24130.png
18145,images7\15680.png,labels7\15680.png
14150,images5\11685.png,labels5\11685.png
21476,images8\19011.png,labels8\19011.png
14875,images5\12410.png,labels5\12410.png
10352,images4\07887.png,labels4\07887.png
9667,images3\07202.png,labels3\07202.png
19336,images7\16871.png,labels7\16871.png
5217,images2\02752.png,labels2\02752.png
16920,images6\14455.png,labels6\14455.png
14718,images5\12253.png,labels5\12253.png
11921,images4\09456.png,labels4\09456.png
11192,images4\08727.png,labels4\08727.png
12983,images5\10518.png,labels5\10518.png
10098,images4\07633.png,labels4\07633.png
9852,images3\07387.png,labels3\07387.png
5404,images2\02939.png,labels2\02939.png
9356,images3\06891.png,labels3\06891.png
3548,images10\23549.png,labels10\23549.png
17953,images7\15488.png,labels7\15488.png
22880,images9\20415.png,labels9\20415.png
2536,images10\22537.png,labels10\22537.png
17884,images7\15419.png,labels7\15419.png
21585,images8\19120.png,labels8\19120.png
22448,images8\19983.png,labels8\19983.png
16260,images6\13795.png,labels6\13795.png
24819,images9\22354.png,labels9\22354.png
1119,images1\01120.png,labels1\01120.png
2477,images1\02478.png,labels1\02478.png
15363,images6\12898.png,labels6\12898.png
11858,images4\09393.png,labels4\09393.png
15231,images6\12766.png,labels6\12766.png
7520,images3\05055.png,labels3\05055.png
9262,images3\06797.png,labels3\06797.png
2627,images10\22628.png,labels10\22628.png
350,images1\00351.png,labels1\00351.png
2212,images1\02213.png,labels1\02213.png
9453,images3\06988.png,labels3\06988.png
795,images1\00796.png,labels1\00796.png
6595,images2\04130.png,labels2\04130.png
22337,images8\19872.png,labels8\19872.png
18272,images7\15807.png,labels7\15807.png
19840,images7\17375.png,labels7\17375.png
4464,images10\24465.png,labels10\24465.png
16691,images6\14226.png,labels6\14226.png
2143,images1\02144.png,labels1\02144.png
1439,images1\01440.png,labels1\01440.png
5123,images2\02658.png,labels2\02658.png
8655,images3\06190.png,labels3\06190.png
3391,images10\23392.png,labels10\23392.png
16011,images6\13546.png,labels6\13546.png
2632,images10\22633.png,labels10\22633.png
12300,images4\09835.png,labels4\09835.png
751,images1\00752.png,labels1\00752.png
21053,images8\18588.png,labels8\18588.png
19264,images7\16799.png,labels7\16799.png
5397,images2\02932.png,labels2\02932.png
11884,images4\09419.png,labels4\09419.png
18932,images7\16467.png,labels7\16467.png
378,images1\00379.png,labels1\00379.png
2385,images1\02386.png,labels1\02386.png
20050,images8\17585.png,labels8\17585.png
15666,images6\13201.png,labels6\13201.png
4676,images10\24677.png,labels10\24677.png
6901,images2\04436.png,labels2\04436.png
20208,images8\17743.png,labels8\17743.png
18166,images7\15701.png,labels7\15701.png
746,images1\00747.png,labels1\00747.png
22279,images8\19814.png,labels8\19814.png
5377,images2\02912.png,labels2\02912.png
5553,images2\03088.png,labels2\03088.png
15206,images6\12741.png,labels6\12741.png
1099,images1\01100.png,labels1\01100.png
24594,images9\22129.png,labels9\22129.png
10147,images4\07682.png,labels4\07682.png
23915,images9\21450.png,labels9\21450.png
19322,images7\16857.png,labels7\16857.png
21285,images8\18820.png,labels8\18820.png
15435,images6\12970.png,labels6\12970.png
7410,images2\04945.png,labels2\04945.png
13213,images5\10748.png,labels5\10748.png
20439,images8\17974.png,labels8\17974.png
21660,images8\19195.png,labels8\19195.png
23316,images9\20851.png,labels9\20851.png
16378,images6\13913.png,labels6\13913.png
17050,images6\14585.png,labels6\14585.png
22269,images8\19804.png,labels8\19804.png
5254,images2\02789.png,labels2\02789.png
6647,images2\04182.png,labels2\04182.png
20007,images8\17542.png,labels8\17542.png
8585,images3\06120.png,labels3\06120.png
17703,images7\15238.png,labels7\15238.png
5814,images2\03349.png,labels2\03349.png
17782,images7\15317.png,labels7\15317.png
7989,images3\05524.png,labels3\05524.png
4205,images10\24206.png,labels10\24206.png
8407,images3\05942.png,labels3\05942.png
12988,images5\10523.png,labels5\10523.png
13832,images5\11367.png,labels5\11367.png
8408,images3\05943.png,labels3\05943.png
1353,images1\01354.png,labels1\01354.png
7711,images3\05246.png,labels3\05246.png
8264,images3\05799.png,labels3\05799.png
21165,images8\18700.png,labels8\18700.png
17107,images6\14642.png,labels6\14642.png
13695,images5\11230.png,labels5\11230.png
18389,images7\15924.png,labels7\15924.png
8324,images3\05859.png,labels3\05859.png
17056,images6\14591.png,labels6\14591.png
22182,images8\19717.png,labels8\19717.png
2526,images10\22527.png,labels10\22527.png
1025,images1\01026.png,labels1\01026.png
399,images1\00400.png,labels1\00400.png
22920,images9\20455.png,labels9\20455.png
19267,images7\16802.png,labels7\16802.png
12144,images4\09679.png,labels4\09679.png
22635,images9\20170.png,labels9\20170.png
17979,images7\15514.png,labels7\15514.png
14128,images5\11663.png,labels5\11663.png
20285,images8\17820.png,labels8\17820.png
2387,images1\02388.png,labels1\02388.png
11861,images4\09396.png,labels4\09396.png
3909,images10\23910.png,labels10\23910.png
23497,images9\21032.png,labels9\21032.png
19690,images7\17225.png,labels7\17225.png
8538,images3\06073.png,labels3\06073.png
